CASEID,SNRLGSVC,SNRLGIMP,SNRLDCSN,SNRLFRND
53308,0,Strongly Agree,Strongly Agree,Strongly Agree
53309,52+,Strongly Agree,Strongly Agree,Strongly Agree
53310,6-24,Agree,Agree,Disagree
53311,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53312,99,99,99,99
53313,0,Agree,Agree,Disagree
53314,25-52,Agree,Agree,Disagree
53315,0,Disagree,Disagree,Strongly Disagree
53316,3-5,Agree,Agree,Disagree
53317,1-2,99,Disagree,Disagree
53318,6-24,Strongly Agree,Strongly Agree,Agree
53319,52+,Disagree,Disagree,Disagree
53320,99,99,99,99
53321,99,99,99,99
53322,99,99,99,99
53323,0,Agree,Disagree,Strongly Disagree
53324,99,99,99,99
53325,99,99,99,99
53326,99,99,99,99
53327,1-2,Agree,Agree,Agree
53328,0,Disagree,Agree,Strongly Disagree
53329,3-5,Disagree,Disagree,Disagree
53330,99,99,99,99
53331,3-5,Agree,Agree,Disagree
53332,99,99,99,99
53333,1-2,Agree,Strongly Disagree,Strongly Disagree
53334,0,Agree,Agree,Disagree
53335,0,Agree,Agree,Strongly Disagree
53336,25-52,Strongly Agree,Agree,Agree
53337,6-24,Agree,Strongly Agree,Agree
53338,3-5,Strongly Agree,Strongly Agree,Strongly Disagree
53339,0,Disagree,Agree,Disagree
53340,99,99,99,99
53341,99,99,99,99
53342,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53343,6-24,Strongly Agree,Strongly Agree,Disagree
53344,99,99,99,99
53345,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53346,99,99,99,99
53347,99,99,99,99
53348,99,99,99,99
53349,99,99,99,99
53350,25-52,Strongly Agree,Strongly Agree,Agree
53351,25-52,Strongly Agree,Agree,Disagree
53352,99,99,99,99
53353,52+,Strongly Agree,Strongly Agree,Disagree
53354,6-24,Agree,Disagree,Strongly Disagree
53355,99,99,99,99
53356,1-2,Agree,Agree,Disagree
53357,99,99,99,99
53358,25-52,Agree,Agree,Agree
53359,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53360,1-2,Agree,Agree,Disagree
53361,3-5,Agree,Agree,Disagree
53362,99,99,99,99
53363,0,Agree,Agree,Disagree
53364,6-24,Agree,Agree,Agree
53365,52+,Agree,Agree,Strongly Disagree
53366,1-2,Agree,Strongly Agree,Disagree
53367,52+,Strongly Agree,Agree,Agree
53368,1-2,Disagree,Disagree,Strongly Disagree
53369,99,99,99,99
53370,6-24,Agree,Agree,Disagree
53371,0,Strongly Agree,Agree,Disagree
53372,99,99,99,99
53373,1-2,Agree,Disagree,Strongly Disagree
53374,52+,Strongly Agree,Agree,Disagree
53375,1-2,Agree,Agree,Strongly Disagree
53376,6-24,Strongly Agree,Strongly Agree,Strongly Agree
53377,0,Agree,Agree,Disagree
53378,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53379,52+,Strongly Agree,Strongly Agree,Agree
53380,52+,Strongly Agree,Strongly Agree,Agree
53381,1-2,Strongly Agree,Strongly Agree,Agree
53382,25-52,Strongly Agree,Strongly Agree,Agree
53383,6-24,Agree,Agree,Agree
53384,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53385,6-24,Agree,Agree,Strongly Disagree
53386,1-2,Agree,Agree,Agree
53387,0,Agree,Agree,Disagree
53388,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53389,3-5,Strongly Agree,Strongly Agree,Agree
53390,1-2,Agree,Agree,Disagree
53391,0,Strongly Agree,Agree,Disagree
53392,0,Agree,Agree,Disagree
53393,1-2,99,99,Disagree
53394,6-24,Agree,Agree,Disagree
53395,99,99,99,99
53396,6-24,Strongly Agree,Agree,Disagree
53397,25-52,Strongly Agree,Agree,Agree
53398,0,Agree,Disagree,Disagree
53399,99,99,99,99
53400,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53401,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53402,0,Agree,Agree,Disagree
53403,25-52,Agree,Agree,Disagree
53404,6-24,Agree,Agree,Agree
53405,99,99,99,99
53406,99,99,99,99
53407,0,Agree,Disagree,Disagree
53408,52+,Strongly Disagree,Strongly Disagree,Agree
53409,6-24,Disagree,Disagree,Disagree
53410,0,Strongly Agree,Strongly Agree,Strongly Agree
53411,99,99,99,99
53412,99,99,99,99
53413,3-5,Agree,Agree,Disagree
53414,99,99,99,99
53415,0,Disagree,Disagree,Disagree
53416,0,Agree,Strongly Agree,Agree
53417,3-5,Agree,Agree,Strongly Disagree
53418,99,99,99,99
53419,99,99,99,99
53420,0,Strongly Agree,Strongly Agree,Strongly Agree
53421,0,Agree,Agree,Disagree
53422,99,99,99,99
53423,0,Strongly Agree,Agree,Agree
53424,99,99,99,99
53425,25-52,Agree,Strongly Disagree,Strongly Disagree
53426,3-5,Strongly Agree,Agree,Strongly Disagree
53427,6-24,Strongly Agree,Strongly Agree,Strongly Disagree
53428,1-2,Strongly Agree,Strongly Agree,Agree
53429,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53430,99,99,99,99
53431,99,99,99,99
53432,52+,Strongly Agree,Strongly Agree,Agree
53433,99,99,99,99
53434,1-2,Disagree,Disagree,Strongly Disagree
53435,3-5,Strongly Agree,Strongly Agree,Strongly Agree
53436,0,Agree,Agree,Disagree
53437,0,Agree,Strongly Agree,Disagree
53438,6-24,Agree,Disagree,Disagree
53439,0,Disagree,Disagree,Strongly Disagree
53440,0,Agree,Agree,Agree
53441,0,Disagree,Disagree,Disagree
53442,99,99,99,99
53443,99,99,99,99
53444,3-5,Disagree,Disagree,Disagree
53445,0,Strongly Agree,Strongly Agree,Strongly Disagree
53446,99,99,99,99
53447,25-52,Agree,Agree,Disagree
53448,6-24,Agree,Agree,Strongly Disagree
53449,25-52,Strongly Agree,Strongly Agree,Strongly Agree
53450,99,99,99,99
53451,99,99,99,99
53452,99,99,99,99
53453,99,99,99,99
53454,99,99,99,99
53455,3-5,Strongly Agree,Strongly Agree,Agree
53456,3-5,Strongly Agree,Strongly Agree,Agree
53457,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53458,3-5,Agree,Agree,Strongly Disagree
53459,99,99,99,99
53460,0,Agree,Agree,Agree
53461,6-24,Agree,Disagree,Strongly Agree
53462,0,Agree,Agree,Disagree
53463,99,99,99,99
53464,25-52,Strongly Agree,Agree,Strongly Disagree
53465,1-2,Agree,Agree,Disagree
53466,6-24,Agree,Strongly Disagree,Disagree
53467,0,Agree,Agree,Strongly Disagree
53468,6-24,Agree,Agree,Disagree
53469,6-24,Agree,Agree,Disagree
53470,99,99,99,99
53471,0,Disagree,Disagree,Strongly Disagree
53472,99,99,99,99
53473,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53474,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53475,99,99,99,99
53476,52+,Strongly Agree,Strongly Agree,Strongly Agree
53477,99,99,99,99
53478,52+,Strongly Agree,Strongly Agree,Disagree
53479,99,99,99,99
53480,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53481,99,99,99,99
53482,99,99,99,99
53483,0,Strongly Disagree,Strongly Disagree,Agree
53484,6-24,Strongly Disagree,Strongly Disagree,Disagree
53485,0,Disagree,Disagree,Strongly Disagree
53486,1-2,Agree,Agree,Disagree
53487,99,99,99,99
53488,99,99,99,99
53489,99,99,99,99
53490,52+,Strongly Agree,Strongly Agree,Agree
53491,52+,Strongly Agree,Strongly Agree,Agree
53492,3-5,Agree,Agree,Disagree
53493,99,99,99,99
53494,6-24,Agree,Agree,Disagree
53495,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53496,25-52,Strongly Agree,Strongly Agree,Disagree
53497,25-52,Strongly Agree,Strongly Agree,Agree
53498,0,Disagree,Disagree,Disagree
53499,99,99,99,99
53500,1-2,Disagree,Disagree,Disagree
53501,99,99,99,99
53502,0,Disagree,Agree,Strongly Disagree
53503,99,99,99,99
53504,99,99,99,99
53505,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53506,99,99,99,99
53507,99,99,99,99
53508,0,Agree,Disagree,Disagree
53509,99,99,99,99
53510,1-2,Agree,Agree,Disagree
53511,99,99,99,99
53512,99,99,99,99
53513,1-2,Strongly Agree,Strongly Agree,Agree
53514,52+,Strongly Agree,Strongly Agree,Agree
53515,99,99,99,99
53516,99,99,99,99
53517,6-24,Strongly Agree,Strongly Agree,Strongly Agree
53518,99,99,99,99
53519,0,Agree,Agree,Strongly Disagree
53520,0,Agree,Agree,Disagree
53521,0,Agree,Disagree,Disagree
53522,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53523,99,99,99,99
53524,99,99,99,99
53525,1-2,Disagree,Disagree,Strongly Disagree
53526,0,Agree,Disagree,Disagree
53527,52+,Agree,Strongly Disagree,Strongly Disagree
53528,3-5,Strongly Agree,Agree,Strongly Disagree
53529,99,99,99,99
53530,1-2,Strongly Disagree,Disagree,Strongly Disagree
53531,99,99,99,99
53532,3-5,Agree,Disagree,Strongly Disagree
53533,25-52,Strongly Agree,Strongly Agree,Strongly Agree
53534,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53535,52+,Strongly Agree,Strongly Agree,Disagree
53536,99,99,99,99
53537,6-24,Agree,Agree,Disagree
53538,6-24,Strongly Disagree,Strongly Disagree,Agree
53539,0,Agree,Agree,Disagree
53540,0,Agree,Agree,Strongly Disagree
53541,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53542,99,99,99,99
53543,0,Disagree,Agree,Strongly Disagree
53544,25-52,Strongly Agree,Agree,Disagree
53545,99,99,99,99
53546,52+,Strongly Agree,Agree,Disagree
53547,0,Strongly Agree,Strongly Agree,Strongly Agree
53548,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53549,52+,Strongly Agree,Strongly Agree,Agree
53550,0,Agree,Disagree,Disagree
53551,6-24,Agree,Agree,Disagree
53552,6-24,Disagree,Disagree,Strongly Disagree
53553,0,Strongly Disagree,Agree,Agree
53554,0,Strongly Disagree,Strongly Disagree,Disagree
53555,6-24,Agree,Agree,Agree
53556,99,99,99,99
53557,99,99,99,99
53558,1-2,Agree,Strongly Agree,Disagree
53559,1-2,Agree,Disagree,Agree
53560,1-2,Disagree,Disagree,Disagree
53561,0,Agree,Agree,Disagree
53562,0,Agree,Agree,Strongly Disagree
53563,99,99,99,99
53564,0,Strongly Agree,Strongly Agree,Strongly Agree
53565,99,99,99,99
53566,0,Strongly Agree,Strongly Agree,Strongly Disagree
53567,0,Disagree,Disagree,Disagree
53568,0,Disagree,Disagree,Disagree
53569,0,Disagree,Disagree,Strongly Disagree
53570,1-2,Agree,Agree,Disagree
53571,99,99,99,99
53572,52+,Strongly Agree,Strongly Agree,Disagree
53573,52+,Strongly Agree,Strongly Agree,Agree
53574,0,Strongly Agree,Strongly Agree,Agree
53575,0,Disagree,Disagree,Disagree
53576,0,Disagree,Disagree,Agree
53577,99,99,99,99
53578,3-5,Disagree,Disagree,Disagree
53579,6-24,Disagree,Disagree,Disagree
53580,99,99,99,99
53581,25-52,Agree,Agree,Disagree
53582,25-52,Strongly Disagree,Strongly Disagree,Agree
53583,3-5,Strongly Agree,Strongly Agree,Disagree
53584,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53585,99,99,99,99
53586,52+,Strongly Agree,Strongly Agree,Agree
53587,99,99,99,99
53588,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53589,99,99,99,99
53590,3-5,Agree,Agree,Agree
53591,52+,Agree,Agree,Strongly Agree
53592,0,Disagree,Disagree,Disagree
53593,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53594,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53595,6-24,Agree,Agree,Disagree
53596,99,99,99,99
53597,99,99,99,99
53598,6-24,Strongly Agree,Disagree,Disagree
53599,52+,Strongly Agree,Strongly Agree,Agree
53600,3-5,Agree,Agree,Agree
53601,1-2,Agree,Agree,Disagree
53602,0,Disagree,Disagree,Disagree
53603,1-2,Agree,Disagree,Strongly Disagree
53604,1-2,Strongly Agree,Agree,Agree
53605,6-24,Agree,Agree,Strongly Disagree
53606,99,99,99,99
53607,99,99,99,99
53608,99,99,99,99
53609,99,99,99,99
53610,1-2,Disagree,Disagree,Disagree
53611,0,Disagree,Disagree,Disagree
53612,6-24,Strongly Agree,Disagree,Disagree
53613,25-52,Strongly Agree,Strongly Agree,Agree
53614,0,Strongly Agree,Strongly Agree,Strongly Agree
53615,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53616,0,Disagree,Disagree,Disagree
53617,0,Strongly Disagree,Strongly Disagree,Disagree
53618,52+,Strongly Agree,Strongly Agree,Strongly Agree
53619,0,Strongly Agree,Strongly Agree,Strongly Agree
53620,99,99,99,99
53621,99,99,99,99
53622,1-2,Strongly Agree,Strongly Agree,Agree
53623,99,99,99,99
53624,1-2,Strongly Disagree,Strongly Disagree,Strongly Disagree
53625,1-2,Strongly Agree,Strongly Agree,Strongly Agree
53626,6-24,Agree,Agree,Disagree
53627,99,99,99,99
53628,0,Agree,Agree,Strongly Disagree
53629,6-24,Strongly Agree,Strongly Agree,Strongly Disagree
53630,3-5,Agree,Agree,Disagree
53631,99,99,99,99
53632,99,99,99,99
53633,99,99,99,99
53634,0,Strongly Agree,Strongly Agree,Strongly Disagree
53635,1-2,Agree,Agree,Disagree
53636,99,99,99,99
53637,1-2,Agree,Agree,Strongly Disagree
53638,6-24,Strongly Agree,Strongly Agree,Agree
53639,99,99,99,99
53640,99,99,99,99
53641,1-2,Agree,Agree,Strongly Disagree
53642,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53643,0,Strongly Disagree,Agree,Strongly Disagree
53644,3-5,Agree,Agree,Agree
53645,25-52,Agree,Agree,Disagree
53646,0,Agree,Agree,Strongly Disagree
53647,0,Agree,Disagree,Strongly Disagree
53648,99,99,99,99
53649,0,Agree,Agree,Disagree
53650,52+,Strongly Agree,Strongly Disagree,Agree
53651,1-2,Agree,Agree,Strongly Disagree
53652,99,99,99,99
53653,52+,Agree,Agree,Disagree
53654,1-2,Strongly Agree,Agree,Disagree
53655,99,99,99,99
53656,52+,Strongly Agree,Strongly Agree,Disagree
53657,25-52,Strongly Agree,Strongly Agree,Agree
53658,6-24,Agree,Agree,Disagree
53659,99,99,99,99
53660,0,Disagree,Disagree,Disagree
53661,99,99,99,99
53662,0,Disagree,Disagree,Disagree
53663,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53664,3-5,Agree,Agree,Disagree
53665,99,99,99,99
53666,6-24,Strongly Agree,Strongly Agree,Disagree
53667,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53668,99,99,99,99
53669,25-52,Strongly Agree,Strongly Agree,Strongly Disagree
53670,0,Agree,Disagree,Disagree
53671,0,Strongly Agree,Strongly Agree,Disagree
53672,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53673,99,99,99,99
53674,0,Agree,Agree,Disagree
53675,3-5,Strongly Disagree,Agree,Agree
53676,99,99,99,99
53677,25-52,Agree,Agree,Agree
53678,1-2,Agree,Disagree,Strongly Disagree
53679,25-52,Strongly Agree,Strongly Agree,Strongly Agree
53680,1-2,Agree,Agree,Disagree
53681,99,99,99,99
53682,99,99,99,99
53683,99,99,99,99
53684,99,Agree,Disagree,Disagree
53685,3-5,Agree,Agree,Disagree
53686,99,99,99,99
53687,99,99,99,99
53688,99,99,99,99
53689,1-2,Strongly Disagree,Strongly Disagree,Strongly Disagree
53690,52+,Agree,Agree,Agree
53691,0,Agree,Agree,Disagree
53692,99,99,99,99
53693,0,Disagree,Disagree,Disagree
53694,1-2,Disagree,Disagree,Strongly Disagree
53695,25-52,Strongly Agree,Strongly Agree,Strongly Agree
53696,52+,Strongly Agree,Strongly Agree,Strongly Agree
53697,99,99,99,99
53698,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53699,99,99,99,99
53700,3-5,Agree,Agree,Strongly Disagree
53701,99,99,99,99
53702,1-2,Disagree,Disagree,Disagree
53703,52+,Strongly Agree,Strongly Agree,Strongly Agree
53704,99,99,99,99
53705,99,99,99,99
53706,0,Disagree,Strongly Disagree,Strongly Disagree
53707,6-24,Agree,Agree,Strongly Disagree
53708,52+,Strongly Agree,Strongly Agree,99
53709,99,99,99,99
53710,3-5,Strongly Disagree,Strongly Disagree,Strongly Disagree
53711,6-24,Agree,Disagree,Disagree
53712,99,99,99,99
53713,99,99,99,99
53714,99,99,99,99
53715,0,Agree,Agree,Strongly Disagree
53716,1-2,Strongly Agree,Strongly Agree,Strongly Agree
53717,0,Agree,Agree,Agree
53718,25-52,Strongly Agree,Strongly Agree,Disagree
53719,3-5,Strongly Agree,Strongly Agree,Strongly Agree
53720,6-24,Strongly Disagree,Strongly Disagree,Disagree
53721,99,99,99,99
53722,99,99,99,99
53723,99,99,99,99
53724,6-24,Strongly Agree,Strongly Agree,Agree
53725,1-2,Strongly Agree,Strongly Disagree,Strongly Disagree
53726,0,Strongly Disagree,99,99
53727,99,99,99,99
53728,1-2,Disagree,Strongly Disagree,Strongly Disagree
53729,52+,Strongly Agree,Strongly Agree,Strongly Agree
53730,99,99,99,99
53731,1-2,Agree,Agree,Strongly Disagree
53732,3-5,Agree,Agree,Strongly Disagree
53733,52+,Strongly Agree,Strongly Agree,Agree
53734,0,Disagree,Disagree,Disagree
53735,6-24,Strongly Agree,Strongly Agree,Agree
53736,0,Agree,Agree,Disagree
53737,99,99,99,99
53738,99,99,99,99
53739,99,99,99,99
53740,1-2,Agree,Strongly Disagree,Strongly Disagree
53741,25-52,Strongly Agree,Strongly Agree,Disagree
53742,99,99,99,99
53743,99,99,99,99
53744,1-2,Strongly Agree,Strongly Agree,Agree
53745,99,99,99,99
53746,1-2,Disagree,Disagree,Strongly Disagree
53747,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53748,25-52,Strongly Agree,Agree,Disagree
53749,0,Agree,Agree,Agree
53750,0,99,Strongly Disagree,Strongly Disagree
53751,0,Disagree,Disagree,Disagree
53752,0,Agree,Agree,Agree
53753,25-52,Strongly Agree,Strongly Agree,Agree
53754,0,Disagree,Agree,Strongly Disagree
53755,0,Disagree,Strongly Disagree,Strongly Disagree
53756,99,99,99,99
53757,99,99,99,99
53758,3-5,Strongly Agree,Strongly Agree,Agree
53759,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53760,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53761,52+,Strongly Agree,Strongly Agree,Agree
53762,6-24,Agree,Agree,Agree
53763,1-2,Disagree,Disagree,Disagree
53764,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53765,0,Agree,Agree,Strongly Disagree
53766,0,Disagree,Disagree,Disagree
53767,0,Strongly Agree,Strongly Agree,Strongly Disagree
53768,3-5,Agree,Agree,Disagree
53769,99,99,99,99
53770,0,Agree,Disagree,Strongly Disagree
53771,25-52,Strongly Agree,Strongly Agree,Disagree
53772,99,99,99,99
53773,99,99,99,99
53774,25-52,Strongly Agree,Strongly Agree,Disagree
53775,25-52,Strongly Disagree,Strongly Agree,Disagree
53776,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53777,0,Agree,Disagree,Disagree
53778,0,Agree,Agree,Strongly Disagree
53779,6-24,Strongly Agree,Strongly Agree,Strongly Disagree
53780,6-24,Agree,Agree,Disagree
53781,99,99,99,99
53782,99,99,99,99
53783,99,99,99,99
53784,99,99,99,99
53785,3-5,Strongly Agree,Agree,Strongly Disagree
53786,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53787,99,99,99,99
53788,99,99,99,99
53789,0,Agree,Disagree,Disagree
53790,99,99,99,99
53791,0,Strongly Agree,Agree,Agree
53792,99,99,99,99
53793,99,99,99,99
53794,0,Agree,Agree,Strongly Disagree
53795,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53796,99,99,99,99
53797,99,99,99,99
53798,0,Agree,Agree,Disagree
53799,0,Agree,Agree,Disagree
53800,25-52,Strongly Agree,Strongly Agree,Agree
53801,99,99,99,99
53802,6-24,Agree,Agree,Agree
53803,52+,Strongly Agree,Strongly Agree,Strongly Agree
53804,99,99,99,99
53805,0,Strongly Disagree,Agree,Disagree
53806,0,Agree,Agree,Disagree
53807,99,99,99,99
53808,0,99,Strongly Disagree,Strongly Disagree
53809,25-52,Strongly Agree,Strongly Agree,Disagree
53810,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53811,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53812,99,99,99,99
53813,99,99,99,99
53814,6-24,Agree,Agree,Disagree
53815,3-5,Strongly Agree,Agree,Disagree
53816,99,99,99,99
53817,99,99,99,99
53818,6-24,Strongly Agree,Strongly Agree,Strongly Agree
53819,6-24,Strongly Agree,Strongly Agree,Strongly Agree
53820,25-52,Strongly Agree,Agree,Agree
53821,99,99,99,99
53822,6-24,Strongly Agree,Strongly Agree,Disagree
53823,0,Disagree,Disagree,Disagree
53824,0,Disagree,Disagree,Strongly Disagree
53825,99,99,99,99
53826,6-24,Strongly Agree,Agree,Disagree
53827,0,Disagree,Strongly Disagree,Strongly Disagree
53828,0,Disagree,Disagree,Disagree
53829,0,Agree,Strongly Disagree,Strongly Disagree
53830,3-5,Strongly Agree,Strongly Agree,Agree
53831,99,99,99,99
53832,0,Agree,Agree,Agree
53833,25-52,Agree,Disagree,Strongly Agree
53834,99,99,99,99
53835,3-5,Strongly Agree,Agree,Disagree
53836,99,99,99,99
53837,6-24,Agree,Agree,Agree
53838,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53839,0,Agree,Disagree,Agree
53840,0,Agree,Disagree,Strongly Disagree
53841,1-2,Agree,Agree,Agree
53842,1-2,Strongly Agree,Agree,Agree
53843,1-2,Agree,Agree,Agree
53844,6-24,Strongly Agree,Strongly Agree,Disagree
53845,0,Disagree,Strongly Disagree,Disagree
53846,99,99,99,99
53847,99,99,99,99
53848,25-52,Strongly Agree,Strongly Agree,Agree
53849,99,99,99,99
53850,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53851,6-24,Agree,Strongly Disagree,Strongly Disagree
53852,0,Agree,Agree,Strongly Disagree
53853,0,Disagree,Disagree,Disagree
53854,99,99,99,99
53855,99,99,99,99
53856,6-24,Strongly Agree,Strongly Agree,Agree
53857,99,99,99,99
53858,0,Disagree,Agree,Strongly Disagree
53859,6-24,Strongly Agree,Strongly Agree,Disagree
53860,0,Strongly Agree,Agree,Strongly Disagree
53861,25-52,Strongly Agree,Strongly Agree,Strongly Agree
53862,0,Strongly Agree,Strongly Agree,Strongly Agree
53863,3-5,Agree,Agree,Disagree
53864,99,99,99,99
53865,0,Agree,Agree,Strongly Disagree
53866,99,99,99,99
53867,25-52,Agree,Agree,Agree
53868,99,99,99,99
53869,0,Agree,Agree,Disagree
53870,25-52,Agree,Agree,99
53871,99,99,99,99
53872,3-5,Strongly Agree,Strongly Agree,Disagree
53873,3-5,Strongly Disagree,Strongly Disagree,Strongly Disagree
53874,1-2,Agree,Agree,Strongly Disagree
53875,52+,Strongly Disagree,Strongly Disagree,Strongly Disagree
53876,0,Disagree,Agree,Strongly Disagree
53877,25-52,Strongly Agree,Agree,Agree
53878,99,99,99,99
53879,99,99,99,99
53880,1-2,Strongly Disagree,Agree,Strongly Disagree
53881,6-24,Strongly Agree,Strongly Agree,Agree
53882,99,99,99,99
53883,0,Strongly Disagree,Strongly Disagree,Disagree
53884,99,99,99,99
53885,99,99,99,99
53886,99,99,99,99
53887,0,Agree,Agree,Disagree
53888,99,99,99,99
53889,3-5,Agree,Disagree,Disagree
53890,52+,Strongly Agree,Agree,Strongly Disagree
53891,3-5,Strongly Disagree,Strongly Disagree,Agree
53892,1-2,Agree,Agree,Disagree
